72 Trần Phú, Thị trấn Đak Đoa, Huyện Đak Đoa, Tỉnh Gia Lai
316 Lê Đại Hành, Phường Đống Đa, Thành phố  Pleiku, Tỉnh Gia Lai
154/19 Nguyễn Thái Học, Phường Hội Thương, Thành phố  Pleiku, Tỉnh Gia Lai
20 Chi Lăng, Tổ 2, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
41/18 Lê Thị Riêng, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
124 Thống Nhất, Thị Trấn Phú Túc, Huyện Krông Pa, Tỉnh Gia Lai
23/32 Vạn Kiếp, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
09/47 Trần Kiên, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
14 Ngô Thì Nhậm, Tổ 12, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Kte 1, Xã H Bông, Huyện Chư Sê, Tỉnh Gia Lai
479 Phan Đình Phùng, Phường Yên Đỗ, Thành phố  Pleiku, Tỉnh Gia Lai
37 Lý Thường Kiệt, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
983 Phạm Văn Đồng, Tổ 10, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
943 Hùng Vương, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
Thôn 9, Xã Nghĩa Hưng, Huyện Chư Păh, Tỉnh Gia Lai
Thôn Phú Quang, Xã Ia Hrú, Huyện Chư Pưh, Tỉnh Gia Lai
Thôn 2, Xã Krong, Huyện Kbang, Tỉnh Gia Lai
74 Nguyễn Lương Bằng, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
156B Hà Huy Tập, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
66/5 Phùng Hưng, Phường Hội Thương, Thành phố  Pleiku, Tỉnh Gia Lai
đường Hùng Vương, thôn Ry Ninh, Thị Trấn Ia Ly, Huyện Chư Păh, Tỉnh Gia Lai
54K Chu Mạnh Trinh, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
08/191 Nguyễn Tất Thành, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Phú Vinh, Xã Ia Băng, Huyện Chư Prông, Tỉnh Gia Lai
Thôn Phú Vinh, Xã Ia Băng, Huyện Chư Prông, Tỉnh Gia Lai
196 Lê Thánh Tôn, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
106 Trần Quang Diệu, Phường An Phú, Thị xã An Khê, Tỉnh Gia Lai
38 Lê Hồng Phong, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
38 Lê Hồng Phong, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
38 Lê Hồng Phong, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
38 Lê Hồng Phong, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
38 Lê Hồng Phong, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
38 Lê Hồng Phong, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
38 Lê Hồng Phong, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
64 Nguyễn Chí Thanh, Phường Chi Lăng, Thành phố  Pleiku, Tỉnh Gia Lai
14B Wừu, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
Tầng 5, 180 Nguyễn Tất Thành, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Tân Phú, Xã Đăk Djrăng, Huyện Mang Yang, Tỉnh Gia Lai
85 Nguyễn Viết Xuân, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
đường Wừu, Khu chợ mới ngã tư Lê Lợi, Thị trấn Đak Đoa, Huyện Đak Đoa, Tỉnh Gia Lai
Thôn 3, Xã Ia Pal, Huyện Chư Sê, Tỉnh Gia Lai
Khu tái định cư, thôn 6, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
Lô C2, Khu công nghiệp Trà Đa, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
02 Tôn Thất Thuyết, Phường Tây Sơn, Thành phố  Pleiku, Tỉnh Gia Lai
362 Quang Trung, tổ dân phố 4, Thị Trấn Chư Ty, Huyện Đức Cơ, Tỉnh Gia Lai
108 Trần Nhật Duật, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
Hẻm 02 Đinh Công Tráng, Tổ 5, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
48 Wừu, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
Làng Breng 3, Xã Ia Dêr, Huyện Ia Grai, Tỉnh Gia Lai
Tổ 2, Phường Tây Sơn, Thị xã An Khê, Tỉnh Gia Lai
144 Lê Lợi, Tổ 6, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
939 Hùng Vương, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
46 Phù Đổng, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
988 Lê Duẩn, Thôn 2, Xã Chư Á, Thành phố  Pleiku, Tỉnh Gia Lai
729A Phạm Văn Đồng, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
27 Nguyễn Bá Ngọc, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Hòa Phú, Thị Trấn Nhơn Hoà, Huyện Chư Pưh, Tỉnh Gia Lai
Thôn 1, Xã Thăng Hưng, Huyện Chư Prông, Tỉnh Gia Lai
122 Nguyễn Thái Học, Phường Hội Thương, Thành phố  Pleiku, Tỉnh Gia Lai
16 Trường Sơn, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
208/1/17 Hoàng Văn Thụ, Phường Tây Sơn, Thị xã An Khê, Tỉnh Gia Lai
834 Lê Duẩn, Xã Chư Á, Thành phố  Pleiku, Tỉnh Gia Lai
52 Lý Nam Đế, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
87 Anh Hùng Núp, Thị Trấn Kông Chro, Huyện Kông Chro, Tỉnh Gia Lai
652 Lê Duẩn, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn II, Xã Tân Bình, Huyện Đắk Đoa, Tỉnh Gia Lai
Thôn Yít Le II, Xã Ia Lang, Huyện Đức Cơ, Tỉnh Gia Lai
Lô A3 - 05 Khu đô thị trung tâm Hội Phú, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Kim Năng, Xã Ia Ma Rơn, Huyện IaPa, Tỉnh Gia Lai
08 Lê Lai, Phường Tây Sơn, Thành phố  Pleiku, Tỉnh Gia Lai
51 Phạm Văn Đồng, Phường Tây Sơn, Thành phố  Pleiku, Tỉnh Gia Lai
355 Trường Chinh, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
18/16 Đặng Thai Mai, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
87 Đỗ Trạc, Phường An Phú, Thị xã An Khê, Tỉnh Gia Lai
Làng Nú, Xã Ia Tiêm, Huyện Chư Sê, Tỉnh Gia Lai
123 Nguyễn Bá Lại, Tổ 8, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
53 Lê Hồng Phong, Thị Trấn Phú Hòa, Huyện Chư Păh, Tỉnh Gia Lai
Buôn Hoan B, Xã Ia Hiao, Huyện Phú Thiện, Tỉnh Gia Lai
153 Lê Đại Hành, Phường Đống Đa, Thành phố  Pleiku, Tỉnh Gia Lai
03 Chu Mạnh Trinh, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
Làng Jrăng Blo, Xã Ia Khai, Huyện Ia Grai, Tỉnh Gia Lai
Thôn Hòa Lộc, Xã Ia Phang, Huyện Chư Pưh, Tỉnh Gia Lai
20 Phạm Văn Đồng, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
333 Hùng Vương, Phường Hội Thương, Thành phố  Pleiku, Tỉnh Gia Lai
Làng Toăk, Xã Kon Chiêng, Huyện Mang Yang, Tỉnh Gia Lai
105 Hoàng Quốc Việt, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
75/25 Lê Thị Hồng Gấm, Phường Tây Sơn, Thị xã An Khê, Tỉnh Gia Lai
30 Tô Vĩnh Diện, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
57 Thống Nhất, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
51 Nguyễn Lương Bằng, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
204A Nguyễn Huệ, Thị Trấn Kông Chro, Huyện Kông Chro, Tỉnh Gia Lai
523 Lê Đại Hành, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
35 Lê Lợi, Thị Trấn Phú Hòa, Huyện Chư Păh, Tỉnh Gia Lai
927/19 Phạm Văm Đồng, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
12 Trường Sơn, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
Tổ 5, Thôn Đức Tân, Xã Ia Sao, Huyện Ia Grai, Tỉnh Gia Lai
Hẻm 90 Trường Chinh, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
80 Đường 17/3, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
89 Nguyễn Huệ, Thị Trấn Đăk Đoa, Huyện Đắk Đoa, Tỉnh Gia Lai
52 Út Tịch, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
59 Hùng Vương, Thị Trấn Phú Hòa, Huyện Chư Păh, Tỉnh Gia Lai
Hẻm 07 Bế Văn Đàn, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn 1, Xã Ia Ka, Huyện Chư Păh, Tỉnh Gia Lai
40/8 Nguyễn Bá Ngọc, tổ 01, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
295 Trường Chinh, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
Đường 17/3, tổ dân phố 5, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
29 Trường Chinh, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
88 Tôn Thất Tùng, Tổ 17, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
Hẻm 41 Lý Thường Kiệt, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
108/5 Phù Đổng, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
271A Hùng Vương, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
Tổ 6, Thị Trấn Đăk Đoa, Huyện Đắk Đoa, Tỉnh Gia Lai
Số 19 đường 17/3, Phường Đống Đa, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Phù Cát, Xã Ia Vê, Huyện Chư Prông, Tỉnh Gia Lai
Phạm Văn Đồng, Tổ dân phố 4, Thị Trấn Chư Ty, Huyện Đức Cơ, Tỉnh Gia Lai
73 Lê Hồng Phong, Thị Trấn Phú Hòa, Huyện Chư Păh, Tỉnh Gia Lai
14 Nguyễn Hữu Thọ, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
369 Hùng Vương, Khối phố 2, Thị Trấn Ia Kha, Huyện Ia Grai, Tỉnh Gia Lai
154 Lê Văn Hưu, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
191 Nguyễn Thiếp, Phường Yên Đỗ, Thành phố  Pleiku, Tỉnh Gia Lai
28 Lê Lợi, Tổ 8, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
207 Phạm Ngọc Thạch, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
thôn 4, Xã Ia Blang, Huyện Chư Sê, Tỉnh Gia Lai
Thôn An Thuận, Xã Cư An, Huyện ĐakPơ, Tỉnh Gia Lai
Thôn Thủy Phú, Xã Ia Blứ, Huyện Chư Pưh, Tỉnh Gia Lai
398 Quang Trung, Thị Trấn Chư Ty, Huyện Đức Cơ, Tỉnh Gia Lai
581A Lê Đại Hành, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
107 đường 17/3, Phường Đống Đa, Thành phố  Pleiku, Tỉnh Gia Lai
82/6/15 Bà Triệu, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn 1, Xã Tân Sơn, Thành phố  Pleiku, Tỉnh Gia Lai
Làng Ấp, Xã Ia Kriêng, Huyện Đức Cơ, Tỉnh Gia Lai
08 Lê Quý Đôn, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
101 Lương Đình Của, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
23/3 Tạ Quang Bửu, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
355 Trường Chinh, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
172 Phan Đình Giót, Phường Hội Thương, Thành phố  Pleiku, Tỉnh Gia Lai
18/7 Âu Cơ, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
17 Trần Khánh Dư, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
10 Nơ Trang Long, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn 2, Xã Nghĩa Hòa, Huyện Chư Păh, Tỉnh Gia Lai
451 Trần Hưng Đạo, tổ 2, Phường Cheo Reo, Thị xã Ayun Pa, Tỉnh Gia Lai
29/4B Nơ Trang Long, tổ 5, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
08/15/580 Lý Thái Tổ, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
11 Mạc Đỉnh Chi, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
Số 96 đường 17/3, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
326 - 328 Hùng Vương, Thị Trấn Ia Kha, Huyện Ia Grai, Tỉnh Gia Lai
18 Lê Lợi, Phường Hội Thương, Thành phố  Pleiku, Tỉnh Gia Lai
35 Phan Đình Phùng, Phường Tây Sơn, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn 19, Xã Ia Tiêm, Huyện Chư Sê, Tỉnh Gia Lai
96/8 Ngô Gia Khảm, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
Hẻm Phan Đình Giót, tổ dân phố 1, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
86/P1 đường Chi Lăng, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn An Hòa, Xã Phú An, Huyện ĐakPơ, Tỉnh Gia Lai
7/8A Kim Đồng, Tổ 2, Phường Đống Đa, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn 1, Xã Chư Á, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn 5, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
10/112 Phan Đình Phùng, Phường Tây Sơn, Thành phố  Pleiku, Tỉnh Gia Lai
127 Trần Văn Bình, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
1031 Trường Chinh, Xã Chư Hdrông, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Ia Rôk, Xã Ia Kênh, Thành phố  Pleiku, Tỉnh Gia Lai
64/283 Trần Phú, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
655 Trường Chinh, Phường Chi Lăng, Thành phố  Pleiku, Tỉnh Gia Lai
21/94 Phù Đổng, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
37 Lý Thái Tổ, tổ 10, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
42A Nguyễn Nhạc, Phường Yên Thế, Thành phố  Pleiku, Tỉnh Gia Lai
Đường Nguyễn Trãi, Tổ 8, Thị Trấn Đăk Đoa, Huyện Đắk Đoa, Tỉnh Gia Lai
123/21A Tôn Thất Thuyết, Tổ 13, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
59 Hùng Vương, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
373 Phạm Văn Đồng, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
23 Tô Vĩnh Diện, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Thắng Lợi 2, Xã Ia Sol, Huyện Phú Thiện, Tỉnh Gia Lai
252 Nguyễn Tất Thành, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
137 Hùng Vương, Thị Trấn Chư Prông, Huyện Chư Prông, Tỉnh Gia Lai
Hẻm 280 Lê Thánh Tôn, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
92 Nguyễn An Ninh, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
309 Lê Thánh Tôn, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
19 Trần Phú, Phường Đoàn Kết, Thị xã Ayun Pa, Tỉnh Gia Lai
Thửa 01-44, Khu trung tâm - Khu kinh tế cửa khẩu Lệ Thanh, Xã Ia Dom, Huyện Đức Cơ, Tỉnh Gia Lai
94/24/43 Nguyễn Chí Thanh, tổ 4, Phường Chi Lăng, Thành phố  Pleiku, Tỉnh Gia Lai
Quốc lộ 25, Xã La Sao, Thị xã Ayun Pa, Tỉnh Gia Lai
Làng Bông, Xã Hà Bầu, Huyện Đắk Đoa, Tỉnh Gia Lai
12/441 Lý Thái Tổ, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
75 Phan Chu Trinh, tổ dân phố 2, Thị Trấn Ia Kha, Huyện Ia Grai, Tỉnh Gia Lai
17A Đường 17/3, Phường Đống Đa, Thành phố  Pleiku, Tỉnh Gia Lai
115 Tăng Bạt Hổ, Phường Yên Đỗ, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Nha Hyơn, Xã Chư Á, Thành phố  Pleiku, Tỉnh Gia Lai
342 Hùng Vương, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
Thôn Yên Bình, Xã Ia Piơr, Huyện Chư Prông, Tỉnh Gia Lai
Tầng 7, Tòa nhà 13 Phan Bội Châu, Phường Hội Thương, Thành phố  Pleiku, Tỉnh Gia Lai
76 Võ Trung Thành, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
Tổ dân phố 7, Thị Trấn Phú Thiện, Huyện Phú Thiện, Tỉnh Gia Lai
398/31 Cách Mạng Tháng Tám, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Đồng Tâm, Xã Ia Ga, Huyện Chư Prông, Tỉnh Gia Lai
Lô 159 khu trung tâm thương mại, tổ dân phố 5, Thị Trấn Đăk Đoa, Huyện Đắk Đoa, Tỉnh Gia Lai
296 Cách Mạng Tháng Tám, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
Tổ 1, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
293 Lê Thánh Tôn, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
Hẻm 45 Nguyễn Trung Trực, tổ 13, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Tân Bình, Xã Ia Sao, Huyện Ia Grai, Tỉnh Gia Lai
18 Nguyễn Thái Học, Phường Đoàn Kết, Thị xã Ayun Pa, Tỉnh Gia Lai
1382 Trường Chinh, thôn Iarok, Xã Chư Hdrông, Thành phố  Pleiku, Tỉnh Gia Lai
65 Nguyễn Viết Xuân, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Đức Hưng, Xã Ia Nan, Huyện Đức Cơ, Tỉnh Gia Lai
Lô B1, B2, B3 Khu Công nghiệp Trà Đa mở rộng, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
19 Hùng Vương, thôn Hồ Nước, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
Lô B1, B2, B3 Khu Công nghiệp Trà Đa mở rộng, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
Lô B1, B2, B3 Khu công nghiệp Trà Đa mở rộng, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
29/2 Đặng Thai Mai, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Kruối, Xã Yang Bắc, Huyện ĐakPơ, Tỉnh Gia Lai
17B Chu Mạnh Trinh, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
445 Trường Chinh, Phường Chi Lăng, Thành phố  Pleiku, Tỉnh Gia Lai
45/184 Tôn Thất Thuyết, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
45/14 Phan Đăng Lưu, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
81 Phù Đổng, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn 4 (cách bưu điện IaChâm 700m), Xã Ia Tô, Huyện Ia Grai, Tỉnh Gia Lai
Làng TNung, Xã H Bông, Huyện Chư Sê, Tỉnh Gia Lai
05 Cách Mạng, Thị Trấn Chư Sê, Huyện Chư Sê, Tỉnh Gia Lai
39 Lý Thái Tổ, Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
Quốc lộ 14, Thôn Tao Kó, Xã Ia Rong, Huyện Chư Pưh, Tỉnh Gia Lai
Quốc lộ 14, Làng Ring, Xã Ia Mơ, Huyện Chư Prông, Tỉnh Gia Lai
35 Sư Vạn Hạnh, tổ 2, Phường Hội Thương, Thành phố  Pleiku, Tỉnh Gia Lai
41/01 Lê Thị Riêng, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
Lô 01-66 khu Trung tâm khu kinh tế cửa khẩu quốc tế Lệ Thanh, Xã Ia Dom, Huyện Đức Cơ, Tỉnh Gia Lai
Thôn An Thượng 2, Xã Song An, Thị xã An Khê, Tỉnh Gia Lai
24 Lương Thạnh, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
269 Nguyễn Tất Thành, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
44 Vạn Kiếp, Phường Đống Đa, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Hoàng Yên, Xã Ia Phìn, Huyện Chư Prông, Tỉnh Gia Lai
Hẻm 20 An Dương Vương, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
46A2 Hẻm Hoàng Văn Thụ, Phường Tây Sơn, Thành phố  Pleiku, Tỉnh Gia Lai
76B Phùng Khắc khoan, Phường Yên Đỗ, Thành phố  Pleiku, Tỉnh Gia Lai
139 Lê Văn Tám, tổ dân phố 10, Thị Trấn Kbang, Huyện Kbang, Tỉnh Gia Lai
278 Nguyễn Viết Xuân, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
570 Phạm Văn Đồng, Phường Đống Đa, Thành phố  Pleiku, Tỉnh Gia Lai
20 Phan Đình Phùng, Tổ 01, Thị Trấn Đăk Đoa, Huyện Đắk Đoa, Tỉnh Gia Lai
124 Tô Vĩnh Diện, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
Làng Bi, QL 19, Xã Ia Dom, Huyện Đức Cơ, Tỉnh Gia Lai
Khu tái định cư dự án khu đô thị Cầu Sắt, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
Lô 8-9, chợ Đăk Đoa, Thị Trấn Đăk Đoa, Huyện Đắk Đoa, Tỉnh Gia Lai
Lô 31, 32 khu tiểu thủ công nghiệp huyện Đức Cơ, Thị Trấn Chư Ty, Huyện Đức Cơ, Tỉnh Gia Lai
09 Lê Thị Hồng Gấm, Phường Yên Đỗ, Thành phố  Pleiku, Tỉnh Gia Lai
316 Phan Đình Phùng, Phường Yên Đỗ, Thành phố  Pleiku, Tỉnh Gia Lai
Tổ dân phố 2, Thị Trấn Đak Pơ, Huyện ĐakPơ, Tỉnh Gia Lai
129 Trần Phú (Số cũ 17 Trần Phú), Phường Diên Hồng, Thành phố  Pleiku, Tỉnh Gia Lai
Làng Dọck Rót, Thôn Thị Tứ, Xã Ia Krai, Huyện Ia Grai, Tỉnh Gia Lai
93A Trần Hưng Đạo, Thị Trấn Kon Dơng, Huyện Mang Yang, Tỉnh Gia Lai
Thôn IaRok, Xã Chư Hdrông, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn Thắng Trạch 1, Thị Trấn Ia Kha, Huyện Ia Grai, Tỉnh Gia Lai
49/2 Phù Đổng, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
51 Nay Der, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
327 Cách Mạng Tháng Tám, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
1010 Trường Chinh, Xã Ia Kênh, Thành phố  Pleiku, Tỉnh Gia Lai
34 Lê Đại Hành, Phường Thống Nhất, Thành phố  Pleiku, Tỉnh Gia Lai
Thôn 1, Xã Sơn Lang, Huyện Kbang, Tỉnh Gia Lai
344A Cách Mạng Tháng Tám, Phường Hoa Lư, Thành phố  Pleiku, Tỉnh Gia Lai
123 Phạm Văn Đồng, Phường Tây Sơn, Thành phố  Pleiku, Tỉnh Gia Lai
114 Ngô Thì Nhậm, Phường An Phú, Thị xã An Khê, Tỉnh Gia Lai
368 Trường Chinh, Phường Trà Bá, Thành phố  Pleiku, Tỉnh Gia Lai
107 Trần Văn Bình, Xã Trà Đa, Thành phố  Pleiku, Tỉnh Gia Lai
97 Wừu, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
39 Quang Trung, Thị Trấn Kbang, Huyện Kbang, Tỉnh Gia Lai
Thôn IaSâm, Xã Ia Rong, Huyện Chư Pưh, Tỉnh Gia Lai
đường Lê Duẩn, Tổ 7, Phường An Phú, Thị xã An Khê, Tỉnh Gia Lai
Làng Kon Lốc 2, Xã Đăk Roong, Huyện Kbang, Tỉnh Gia Lai
Đường Lý Thường Kiệt, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
Tổ 1, đường Hàm Nghi, Phường Thắng Lợi, Thành phố  Pleiku, Tỉnh Gia Lai
Lô 14, Khu trung tâm Khu kinh tế cửa khẩu 19, Xã Ia Dom, Huyện Đức Cơ, Tỉnh Gia Lai
Thôn 4, Xã Gào, Thành phố  Pleiku, Tỉnh Gia Lai
đường Trần Hưng Đạo, Tổ 8, Phường Tây Sơn, Thị xã An Khê, Tỉnh Gia Lai
126 Quang Trung, Phường An Tân, Thị xã An Khê, Tỉnh Gia Lai
30 Trần Quang Diệu, Tổ 11, Phường An Phú, Thị xã An Khê, Tỉnh Gia Lai
91 Phù Đổng, Phường Phù Đổng, Thành phố  Pleiku, Tỉnh Gia Lai
Đường Liên Xã, Thôn 8, Xã Ia Băng, Huyện Đắk Đoa, Tỉnh Gia Lai
344 Nguyễn Viết Xuân, Phường Hội Phú, Thành phố  Pleiku, Tỉnh Gia Lai
77 Trần Nhật Duật, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
18/19 Tuệ Tĩnh, Tổ 6, Phường Ia Kring, Thành phố  Pleiku, Tỉnh Gia Lai
41 Nguyễn Lữ, Phường Tây Sơn, Thị xã An Khê, Tỉnh Gia Lai
Làng Lân, Xã Ia O, Huyện Ia Grai, Tỉnh Gia Lai
